idx,name,formula,polymorph,pubchem_cid,smiles,inchikey,cas_number,molecular_weight,pubchem_formula_match,mp_id,mp_space_group,mp_energy_above_hull_ev,density_g_cm3,density_source,xray_energy_ev,xray_sld_real,xray_sld_imag,neutron_sld_real,neutron_sld_imag,strong_neutron_absorber,ri_shelf,ri_book,ri_wl_min_nm,ri_wl_max_nm,ri_page_primary,axis_primary,n_633,k_633,axis_2,n_633_axis2,k_633_axis2,ri_page_axis2,flags,axis_3,n_633_axis3,k_633_axis3,ri_page_axis3,density_citation_doi,density_citation_title,density_citation_authors,density_citation_journal,density_citation_year,materialclass,selection_key,density_temperature_c,density_citation_notes
22,Toluene,C7H8,,1140.0,CC1=CC=CC=C1,YXFVVABEGXRONW-UHFFFAOYSA-N,108-88-3,92.14,,,,,0.865171,literature,8048.0,7.988492589569988,0.010709058435906749,0.9388403230108254,4.222533109162509e-05,False,organic,toluene,,,Chang,,1.4919576782733075,,,,,,"pubchem: 23 CAS numbers in PUG-View record, took first/primary (108-88-3); density = NIST SRD 69 reference equation of state at 21.85 degC and 1 atm (the primary optical dataset's temperature); preferred over PubChem records; PubChem cross-check: no consistent PubChem record; additional dataset Kedenburg2012 (19.85 degC): n(633 nm)=1.4935963504052496; additional dataset Moutzouris2013 (26.85 degC): n(633 nm)=1.488942165093965; additional dataset Kozma2005 (21.85 degC): n(633 nm)=1.494002194215968; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; 5 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm); [Myers] the page's COMMENTS say 'Isopropanol' (a copy error in refractiveindex.info); its title and book identify Toluene",,,,,10.18434/T4D303,"NIST Chemistry WebBook, NIST Standard Reference Database 69: Thermophysical Properties of Fluid Systems","E. W. Lemmon, I. H. Bell, M. L. Huber, M. O. McLinden",,,liquid,C7H8,21.85,"Reference equation of state for Toluene (CAS 108-88-3) at 21.85 degC, 0.101325 MPa: https://webbook.nist.gov/cgi/fluid.cgi?Action=Data&Wide=on&ID=C108883&Type=IsoBar&Digits=6&P=0.101325&THigh=22.85&TLow=21.85&TInc=1&RefState=DEF&TUnit=C&PUnit=MPa&DUnit=g%2Fml&HUnit=kJ%2Fmol&WUnit=m%2Fs&VisUnit=uPa*s&STUnit=N%2Fm"
23,Styrene,C8H8,,7501.0,C=CC1=CC=CC=C1,PPBRXRYQALVLMV-UHFFFAOYSA-N,100-42-5,104.15,,,,,0.9016,literature,8048.0,8.24905049083762,0.01128322666270349,1.2120697717193687,3.8979477006940946e-05,False,organic,styrene,,,Sultanova,,1.516292990671049,,,,,,"pubchem: 25 CAS numbers in PUG-View record, took first/primary (100-42-5); density 0.9016 g/cm3 at 25 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.9016 g/cu cm at 25 °C'); consistent with 2 other record(s): CAMEO Chemicals '0.906 at 68 °F (USCG, 1999) - Less'; PAC Chemical Database, U.S.  '0.9016 @25 °C'; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; 2 datasets loaded; n_633/k_633 columns are the primary (Sultanova2009, widest span covering 633 nm); [Myers] the page's COMMENTS say 'Isopropanol' (a copy error in refractiveindex.info); its title and book identify Styrene",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 7501: density of Styrene,,,,liquid,C8H8,25.0,PubChem record text: '0.9016 g/cu cm at 25 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/7501
24,p-Xylene,C8H10,,7809.0,CC1=CC=C(C=C1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N,106-42-3,106.16,,,,,0.861018,literature,8048.0,8.00341099318777,0.010571051337972424,0.7701275033880575,4.5552568735493224e-05,False,organic,xylene,,,Chang,,1.491320519858287,,,,,,"pubchem: 17 CAS numbers in PUG-View record, took first/primary (106-42-3); density 0.861018 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.86104 at 20 °C/4 °C'); consistent with 1 other record(s): CAMEO Chemicals '0.861 at 68 °F (USCG, 1999) - Less'; additional dataset Li2022: n(633 nm)=1.4954441891190828; 2 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 7809: density of p-Xylene,,,,liquid,p-C8H10,20.0,PubChem record text: '0.86104 at 20 °C/4 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/7809
25,"1,2,4-Trichlorobenzene",C6H3Cl3,,13.0,C1=CC(=C(C=C1Cl)Cl)Cl,PBKONEOXTCPAFI-UHFFFAOYSA-N,120-82-1,181.4,,,,,,,8048.0,,,,,False,organic,trichlorobenzene,,,Myers,,,,,,,,"pubchem: 21 CAS numbers in PUG-View record, took first/primary (120-82-1); PubChem density records are physically inconsistent (a wrong value or temperature label), so none is used: CAMEO Chemicals '1.454 at 68 °F (USCG, 1999) - Dens' vs PAC Chemical Database, U.S.  '1.459 @25 °C'; SLD: no density available, xray/neutron SLD left NULL; [Myers] 633nm outside n range of organic/C6H3Cl3 - trichlorobenzene/nk/Myers.yml",,,,,,,,,,liquid,C6H3Cl3,,
26,Nitrobenzene,C6H5NO2,,7416.0,C1=CC=C(C=C1)[N+](=O)[O-],LQNUZADURLCDLV-UHFFFAOYSA-N,98-95-3,123.11,,,,,1.2037,literature,8048.0,10.66084238054537,0.023788779455382096,2.4815880959847445,5.8690345516155775e-05,False,organic,nitrobenzene,,,Chang,,1.5458590608148393,,,,,,"pubchem: 21 CAS numbers in PUG-View record, took first/primary (98-95-3); density 1.2037 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.2037 g/cu cm at 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.2037 at 68 °F (EPA, 1998) - Dens'; PAC Chemical Database, U.S.  '1.205 @ 15°C'; additional dataset Kedenburg2012 (19.85 degC): n(633 nm)=1.5472475732769504; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; 3 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm); [Myers] the page's COMMENTS say 'Isopropanol' (a copy error in refractiveindex.info); its title and book identify Nitrobenzene",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 7416: density of Nitrobenzene,,,,liquid,C6H5NO2,20.0,PubChem record text: '1.2037 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/7416
27,Pentafluorobenzonitrile,C7F5N,,69882.0,C(#N)C1=C(C(=C(C(=C1F)F)F)F)F,YXWJGZQOGXGSSC-UHFFFAOYSA-N,773-82-0,193.07,,,,,,,8048.0,,,,,False,organic,pentafluorobenzonitrile,,,Chang,,1.4385082174946215,,,,,,"pubchem: 8 CAS numbers in PUG-View record, took first/primary (773-82-0); no PubChem density (>= 3 significant digits, stated temperature) within 10 degC of 21.85 degC (records: []); SLD: no density available, xray/neutron SLD left NULL",,,,,,,,,,liquid,C7F5N,,
28,"N,N-Dimethylaniline",C8H11N,,949.0,CN(C)C1=CC=CC=C1,JLTDJTHDQAWBAV-UHFFFAOYSA-N,121-69-7,121.18,,,,,0.9537,literature,8048.0,8.839284849198004,0.012710142612684553,1.0136431015387488,7.362899613873654e-05,False,organic,dimethylaniline,,,Li,,1.546033794885369,,,,,,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (121-69-7); density 0.9537 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.9537 g/cu cm at 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '0.9557 at 68 °F (NTP, 1992) - Less'; PAC Chemical Database, U.S.  '0.9557 @ 20°C'",,,,,,"Hazardous Substances Data Bank (HSDB) via PubChem CID 949: density of N,N-Dimethylaniline",,,,liquid,C8H11N,20.0,PubChem record text: '0.9537 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/949
29,Methanol,CH3OH,,887.0,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,67-56-1,32.042,,,,,0.78928,literature,8048.0,7.554168310264319,0.018104050339893797,-0.3727374452100983,5.5033588246052664e-05,False,organic,methanol,,,Chang,,1.326047963236265,,,,,,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (67-56-1); density = NIST SRD 69 reference equation of state at 21.85 degC and 1 atm (the primary optical dataset's temperature); preferred over PubChem records; PubChem cross-check: 0.7914 g/cm3 at 20 degC (PAC Chemical Database, U.S. Department of Energy); additional dataset Moutzouris2013 (26.85 degC): n(633 nm)=1.3258842500537114; additional dataset Kozma2005 (21.85 degC): n(633 nm)=1.3269489408543822; additional dataset ElKashef2000 (24.85 degC): n(633 nm)=1.3263223846399577; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; 5 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,10.18434/T4D303,"NIST Chemistry WebBook, NIST Standard Reference Database 69: Thermophysical Properties of Fluid Systems","E. W. Lemmon, I. H. Bell, M. L. Huber, M. O. McLinden",,,liquid,CH3OH,21.85,"Reference equation of state for Methanol (CAS 67-56-1) at 21.85 degC, 0.101325 MPa: https://webbook.nist.gov/cgi/fluid.cgi?Action=Data&Wide=on&ID=C67561&Type=IsoBar&Digits=6&P=0.101325&THigh=22.85&TLow=21.85&TInc=1&RefState=DEF&TUnit=C&PUnit=MPa&DUnit=g%2Fml&HUnit=kJ%2Fmol&WUnit=m%2Fs&VisUnit=uPa*s&STUnit=N%2Fm"
30,Ethanol,C2H5OH,,702.0,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,64-17-5,46.07,,,,,0.7893,literature,8048.0,7.585768376318346,0.015383859429650865,-0.3453654248380203,5.746454218986008e-05,False,organic,ethanol,,,Sani,,1.3597725432138286,8.830474836747759e-08,,,,,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (64-17-5); density 0.7893 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.7893 g/cu cm at 20 °C'); consistent with 1 other record(s): PAC Chemical Database, U.S.  '0.7893 @ 20°C'; additional dataset Sani2016-formula: n(633 nm)=1.3594293607465517; additional dataset Chang2024 (21.85 degC): n(633 nm)=1.360154995737499; additional dataset Kedenburg2012 (19.85 degC): n(633 nm)=1.3602957689564101; additional dataset Kozma2005 (19.85 degC): n(633 nm)=1.3592868864972687; additional dataset Rheims1997 (19.85 degC): n(633 nm)=1.3604114160186458; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; 7 datasets loaded; n_633/k_633 columns are the primary (Sani2016, widest span covering 633 nm); [Kozma] the page text says 22 degC but its CONDITIONS field says 19.85 degC (stored, as for every page); a refractiveindex.info inconsistency",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 702: density of Ethanol,,,,liquid,C2H5OH,20.0,PubChem record text: '0.7893 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/702
31,2-Propanol (isopropanol),C3H7OH,,3776.0,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,67-63-0,60.1,,,,,,,8048.0,,,,,False,organic,propanol,,,Sani,,1.376263281049936,6.528712187900128e-08,,,,,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (67-63-0); PubChem density records are physically inconsistent (a wrong value or temperature label), so none is used: Hazardous Substances Data Ba '0.78509 at 25 °C' vs PAC Chemical Database, U.S.  '0.7809 @25 °C'; SLD: no density available, xray/neutron SLD left NULL; additional dataset Sani2016-formula: n(633 nm)=1.375787400203875; additional dataset Kozma2005 (21.85 degC): n(633 nm)=1.375216024964477; additional dataset Myers2018 (25.85 degC): n(633 nm)=None; additional dataset Wang2018-20C (20 degC): n(633 nm)=None; additional dataset Wang2018-50C (50 degC): n(633 nm)=None; additional dataset Wang2018-70C (70 degC): n(633 nm)=None; 7 datasets loaded; n_633/k_633 columns are the primary (Sani2016, widest span covering 633 nm)",,,,,,,,,,liquid,2-C3H7OH,,
32,1-Propanol,C3H7OH,,1031.0,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,71-23-8,60.1,,,,,,,8048.0,,,,,False,organic,propanol,,,Chang,,1.3833231812260858,,,,,,"pubchem: 23 CAS numbers in PUG-View record, took first/primary (71-23-8); PubChem density records are physically inconsistent (a wrong value or temperature label), so none is used: CAMEO Chemicals '0.803 at 68 °F (USCG, 1999) - Less' vs PAC Chemical Database, U.S.  '0.8044 @25 °C'; SLD: no density available, xray/neutron SLD left NULL; additional dataset Moutzouris2013 (26.85 degC): n(633 nm)=1.3815814554453862; 2 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,,,,,liquid,1-C3H7OH,,
33,1-Butanol,C4H9OH,,263.0,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,71-36-3,74.12,,,,,0.80978,literature,8048.0,7.810455962620224,0.013369820231278211,-0.33003939093197043,6.111058607801476e-05,False,organic,butanol,,,Chang,,1.397364739952517,,,,,,"pubchem: 28 CAS numbers in PUG-View record, took first/primary (71-36-3); density 0.80978 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.8098 at 20 °C/4 °C'); consistent with 1 other record(s): PAC Chemical Database, U.S.  '0.8095 @ 20°C'; additional dataset Moutzouris2013 (26.85 degC): n(633 nm)=1.3940949161628255; additional dataset Wang2018-20C (20 degC): n(633 nm)=None; additional dataset Wang2018-60C (60 degC): n(633 nm)=None; additional dataset Wang2018-90C (90 degC): n(633 nm)=None; 5 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 263: density of 1-Butanol,,,,liquid,1-C4H9OH,20.0,PubChem record text: '0.8098 at 20 °C/4 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/263
34,Isobutanol (2-methyl-1-propanol),C4H9OH,,6560.0,CC(C)CO,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,78-83-1,74.12,,,,,0.8018,literature,8048.0,7.7334876025944,0.013238066958234172,-0.326787008384072,6.050837007255331e-05,False,organic,butanol,,,Moutzouris-iso,,1.391705168593756,,,,,,"pubchem: 23 CAS numbers in PUG-View record, took first/primary (78-83-1); density 0.8018 g/cm3 at 24 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.8018 g/cu cm at 24 °C'); consistent with 2 other record(s): CAMEO Chemicals '0.802 at 68 °F (USCG, 1999) - Less'; PAC Chemical Database, U.S.  '0.8018 @ 20°C'",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 6560: density of Isobutanol (2-methyl-1-propanol),,,,liquid,i-C4H9OH,24.0,PubChem record text: '0.8018 g/cu cm at 24 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/6560
35,1-Pentanol,C5H11OH,,6276.0,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,71-41-0,88.15,,,,,0.81458,literature,8048.0,7.8640758036352665,0.012814737244516794,-0.32561158565632436,6.203928519937857e-05,False,organic,pentanol,,,Moutzouris-normal,,1.4057745072238725,,,,,,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (71-41-0); density 0.81458 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.8146 @ 20 °C/4 °C'); consistent with 1 other record(s): CAMEO Chemicals '0.818 at 59 °F (USCG, 1999) - Less'",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 6276: density of 1-Pentanol,,,,liquid,1-C5H11OH,20.0,PubChem record text: '0.8146 @ 20 °C/4 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/6276
36,Isoamyl alcohol (3-methyl-1-butanol),C5H11OH,,31260.0,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N,123-51-3,88.15,,,,,0.8104,literature,8048.0,7.823721465376045,0.012748978692033203,-0.323940716707856,6.172093192267966e-05,False,organic,pentanol,,,Moutzouris-iso,,1.4029048145816558,,,,,,"pubchem: 25 CAS numbers in PUG-View record, took first/primary (123-51-3); density 0.8104 g/cm3 at 20 degC from PAC Chemical Database, U.S. Department of Energy via PubChem ('0.8104 @ 20°C'); consistent with 1 other record(s): Hazardous Substances Data Ba '0.813 @ 15 °C/4 °C'",,,,,,"PAC Chemical Database, U.S. Department of Energy via PubChem CID 31260: density of Isoamyl alcohol (3-methyl-1-butanol)",,,,liquid,i-C5H11OH,20.0,PubChem record text: '0.8104 @ 20°C'. https://pubchem.ncbi.nlm.nih.gov/compound/31260
37,1-Octanol,C8H17OH,,957.0,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,111-87-5,130.23,,,,,0.8262,literature,8048.0,7.988939514226484,0.011898967355837014,-0.3192000669969143,6.390530975421051e-05,False,organic,octanol,,,Chang,,1.4270748311463275,,,,,,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (111-87-5); density 0.8262 g/cm3 at 25 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.8262 g/cu cm at 25 °C'); consistent with 1 other record(s): CAMEO Chemicals '0.829 at 68 °F (USCG, 1999) - Less'",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 957: density of 1-Octanol,,,,liquid,C8H17OH,25.0,PubChem record text: '0.8262 g/cu cm at 25 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/957
38,Ethylene glycol,C2H4(OH)2,,174.0,C(CO)O,LYCAIKOWRPUZTN-UHFFFAOYSA-N,107-21-1,62.07,,,,,1.1135,literature,8048.0,10.394543641686615,0.026369724404062208,0.26538261000433505,6.017696798874065e-05,False,organic,ethylene_glycol,,,Sani,,1.4300238095238094,5.6985555555555555e-08,,,,,"pubchem: 30 CAS numbers in PUG-View record, took first/primary (107-21-1); density 1.1135 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.1135 g/cu cm AT 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.115 at 68 °F (USCG, 1999) - Dens'; PAC Chemical Database, U.S.  '1.1135 @ 20°C'; additional dataset Sani2014-formula: n(633 nm)=1.429990100568027; additional dataset Kozma2005 (21.85 degC): n(633 nm)=1.430821693481426; additional dataset ElKashef2000 (19.85 degC): n(633 nm)=1.4313832922291352; 4 datasets loaded; n_633/k_633 columns are the primary (Sani2014, widest span covering 633 nm); refractiveindex.info about.yml for this book lists the formula C2H4 (a copy error); the catalog title, folder name and data identify the compound; k-only page(s) ['Otanicar'] listed but not loaded (no n)",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 174: density of Ethylene glycol,,,,liquid,C2H4(OH)2,20.0,PubChem record text: '1.1135 g/cu cm AT 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/174
39,Propylene glycol,C3H6(OH)2,,1030.0,CC(CO)O,DNIAPMSPPWPWGF-UHFFFAOYSA-N,57-55-6,76.09,,,,,1.0361,literature,8048.0,9.742036729746816,0.02223243001691993,0.13298227267495785,6.092018465115919e-05,False,organic,propylene_glycol,,,Otanicar,,1.4384640298507463,6.768373134328358e-08,,,,,"pubchem: 26 CAS numbers in PUG-View record, took first/primary (57-55-6); density 1.0361 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.0361 g/cu cm at 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.04 at 68 °F (USCG, 1999) - Dense'; PAC Chemical Database, U.S.  '1.0361 @ 20°C'",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 1030: density of Propylene glycol,,,,liquid,C3H6(OH)2,20.0,PubChem record text: '1.0361 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/1030
40,"1,5-Pentanediol",C5H10(OH)2,,8105.0,C(CCO)CCO,ALQSHHUCVQOPAS-UHFFFAOYSA-N,111-29-5,104.15,,,,,0.994,literature,8048.0,9.426257465972718,0.018694119743283635,-0.002724335089073007,6.407774530831537e-05,False,organic,pentanediol,,,Moutzouris,,1.4419132058947632,,,,,,"pubchem: 12 CAS numbers in PUG-View record, took first/primary (111-29-5); density 0.994 g/cm3 at 20 degC from PAC Chemical Database, U.S. Department of Energy via PubChem ('0.994 @ 20°C'); single record: no second PubChem record to check it against",,,,,,"PAC Chemical Database, U.S. Department of Energy via PubChem CID 8105: density of 1,5-Pentanediol",,,,liquid,C5H10(OH)2,20.0,PubChem record text: '0.994 @ 20°C'. https://pubchem.ncbi.nlm.nih.gov/compound/8105
41,Glycerol,C3H5(OH)3,,753.0,C(C(CO)O)O,PEDCQBHIVMGVHV-UHFFFAOYSA-N,56-81-5,92.09,,,,,1.2613,literature,8048.0,11.670718425023248,0.030196577708411023,0.6124401639296395,6.128209479265207e-05,False,organic,glycerol,,,Rheims,,1.4706520241740753,,,,,,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (56-81-5); density 1.2613 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.2613 g/cu cm at 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.261 at 68 °F (USCG, 1999) - Dens'; PAC Chemical Database, U.S.  '1.2613 @ 20°C'; additional dataset Gupta2022: n(633 nm)=1.469785929129602; additional dataset Birkhoff1978: n(633 nm)=None; additional dataset Nyakuchena2023 (22.85 degC): n(633 nm)=None; 4 datasets loaded; n_633/k_633 columns are the primary (Rheims1997, widest span covering 633 nm); k-only page(s) ['Wang'] listed but not loaded (no n)",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 753: density of Glycerol,,,,liquid,C3H5(OH)3,20.0,PubChem record text: '1.2613 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/753
42,Tetrahydrofuran,C4H8O,,8028.0,C1CCOC1,WYURNTSHIVDZCO-UHFFFAOYSA-N,109-99-9,72.11,,,,,0.8833,literature,8048.0,8.342007788984397,0.014990942255061585,0.1818659859331856,5.4876219604575594e-05,False,organic,tetrahydrofuran,,,Chang,,1.4054093673633594,,,,,,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (109-99-9); density 0.8833 g/cm3 at 25 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.8833 g/cu cm at 25 °C'); consistent with 2 other record(s): CAMEO Chemicals '0.888 at 68 °F (USCG, 1999) - Less'; PAC Chemical Database, U.S.  '0.8833 @25 °C'; additional dataset Li2022: n(633 nm)=1.4055666703027423; 2 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 8028: density of Tetrahydrofuran,,,,liquid,C4H8O,25.0,PubChem record text: '0.8833 g/cu cm at 25 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/8028
43,"1,4-Dioxane",C4H8O2,,31275.0,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,123-91-1,88.11,,,,,1.0337,literature,8048.0,9.592887977314149,0.02106845911306831,0.5842422037769011,5.256216675829361e-05,False,organic,dioxane,,,Chang,,1.4204869745567257,,,,,,"pubchem: 21 CAS numbers in PUG-View record, took first/primary (123-91-1); density 1.0337 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.0337 g/cu cm at 20 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.036 at 68 °F (USCG, 1999) - Dens'; PAC Chemical Database, U.S.  '1.0337 @ 20°C'; additional dataset Moutzouris2013 (26.85 degC): n(633 nm)=1.419015182934262; 2 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,"Hazardous Substances Data Bank (HSDB) via PubChem CID 31275: density of 1,4-Dioxane",,,,liquid,C4H8O2-dioxane,20.0,PubChem record text: '1.0337 g/cu cm at 20 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/31275
44,Acetone,C3H6O,,180.0,CC(=O)C,CSCPPACGZOOCGX-UHFFFAOYSA-N,67-64-1,58.08,,,,,,,8048.0,,,,,False,organic,acetone,,,Chang,,1.3560301874547653,,,,,,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (67-64-1); PubChem density records are physically inconsistent (a wrong value or temperature label), so none is used: CAMEO Chemicals '0.791 at 68 °F (USCG, 1999) - Less' vs Hazardous Substances Data Ba '0.7845 g/cu cm at 20 °C'; Hazardous Substances Data Ba '0.7845 g/cu cm at 20 °C' vs PAC Chemical Database, U.S.  '0.791 @ 20°C'; SLD: no density available, xray/neutron SLD left NULL; additional dataset Rheims1997 (19.85 degC): n(633 nm)=1.357800556988801; 2 datasets loaded; n_633/k_633 columns are the primary (Chang2024, widest span covering 633 nm)",,,,,,,,,,liquid,C3H6O,,
45,Acetic acid,C2H4O2,,176.0,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,64-19-7,60.05,,,,,1.0446,literature,8048.0,9.488347398601608,0.025567868566110145,1.041072992970393,3.8970723065651734e-05,False,organic,acetic_acid,,,El-Kashef,,1.3676880228706054,,,,,,"pubchem: 26 CAS numbers in PUG-View record, took first/primary (64-19-7); density 1.0446 g/cm3 at 25 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('1.0446 g/cu cm at 25 °C'); consistent with 2 other record(s): CAMEO Chemicals '1.051 at 68 °F (USCG, 1999) - Dens'; PAC Chemical Database, U.S.  '1.049 @ 20°C'",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 176: density of Acetic acid,,,,liquid,C2H4O2,25.0,PubChem record text: '1.0446 g/cu cm at 25 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/176
46,Valeric acid,C5H10O2,,7991.0,CCCCC(=O)O,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,109-52-4,102.13,,,,,0.938977,literature,8048.0,8.768201967736816,0.018007534062857107,0.4116097865903683,5.148382064938156e-05,False,organic,valeric_acid,,,Rubio,,,,,,,,"pubchem: 20 CAS numbers in PUG-View record, took first/primary (109-52-4); density 0.938977 g/cm3 at 20 degC from Hazardous Substances Data Bank (HSDB) via PubChem ('0.939 at 20 °C/4 °C'); consistent with 1 other record(s): PAC Chemical Database, U.S.  '0.940 @ 20°C'; [Rubio] 633nm outside n range of organic/C5H10O2 - valeric acid/nk/Rubio.yml",,,,,,Hazardous Substances Data Bank (HSDB) via PubChem CID 7991: density of Valeric acid,,,,liquid,C5H10O2-valeric,20.0,PubChem record text: '0.939 at 20 °C/4 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/7991
47,Caproic acid (hexanoic acid),C6H12O2,,8892.0,CCCCCC(=O)O,FUZZWVXGSFPDMH-UHFFFAOYSA-N,142-62-1,116.16,,,,,0.9295,literature,8048.0,8.72051868548852,0.0169771052253797,0.3180346711811702,5.377095059138961e-05,False,organic,caproic_acid,,,Rubio,,,,,,,,"pubchem: 21 CAS numbers in PUG-View record, took first/primary (142-62-1); density 0.9295 g/cm3 at 25 degC from PAC Chemical Database, U.S. Department of Energy via PubChem ('0.9295 @25 °C'); consistent with 1 other record(s): Hazardous Substances Data Ba '0.929 at 20 °C/4 °C'; [Rubio] 633nm outside n range of organic/C6H12O2 - caproic acid/nk/Rubio.yml",,,,,,"PAC Chemical Database, U.S. Department of Energy via PubChem CID 8892: density of Caproic acid (hexanoic acid)",,,,liquid,C6H12O2,25.0,PubChem record text: '0.9295 @25 °C'. https://pubchem.ncbi.nlm.nih.gov/compound/8892
